booking_id,passenger_id,flight_id,booking_date_id,status,seat_number,amount,amount_is_missing,payment_method
B1297,P1873,6F193,20260123,PENDING,8A,,,
B1298,P1319,SJ194,20260102,PENDING,6C,,,
B1299,P1101,SJ020,20250911,CONFIRMED,16F,8842.93,False,CARD
B1300,P1428,6F070,20250614,PENDING,21C,,,
B1301,P1873,AI051,20250903,CONFIRMED,12A,14671.03,False,UPI
B1302,P1721,UK219,20251227,PENDING,3D,6515.83,False,NETBANKING
B1302,P1721,UK219,20251227,PENDING,3D,8423.69,False,NETBANKING
B1302,P1721,UK219,20251227,PENDING,3D,9282.39,False,UPI
B1303,P1953,AI235,20251213,CONFIRMED,20A,5866.4,False,CARD
B1303,P1953,AI235,20251213,CONFIRMED,20A,13806.55,False,NETBANKING
B1304,P1254,6F022,20251213,UNKNOWN,18E,,,
B1305,P1531,SJ114,20250928,PENDING,13C,13844.39,False,NETBANKING
B1306,P1569,SJ076,20251201,CONFIRMED,30A,9753.04,False,NETBANKING
B1307,P1111,UK227,20260126,PENDING,32E,12772.93,False,CARD
B1307,P1111,UK227,20260126,PENDING,32E,13498.4,False,CARD
B1308,P1984,UK135,20250722,CANCELLED,30D,9613.19,False,UPI
B1308,P1984,UK135,20250722,CANCELLED,30D,12097.48,False,UPI
B1309,P1312,AI234,20250506,CONFIRMED,30F,,,
B1310,P1997,6F113,20250820,PENDING,5D,7370.22,False,UPI
B1311,P1460,SJ206,20251116,PENDING,9D,,,
B1312,P1707,AI015,20260329,UNKNOWN,6E,,,
B1313,P1886,6F260,20250516,CANCELLED,33E,,,
B1314,P1461,AI061,20250428,CONFIRMED,19C,,True,NETBANKING
B1314,P1461,AI061,20250428,CONFIRMED,19C,7529.51,False,CARD
B1315,P1864,6F237,20260326,PENDING,9C,,,
B1316,P1091,SJ099,20260106,PENDING,27C,11302.63,False,UPI
B1317,P1051,SJ146,20260224,CANCELLED,21F,12552.7,False,NETBANKING
B1317,P1051,SJ146,20260224,CANCELLED,21F,7684.83,False,UPI
B1317,P1051,SJ146,20260224,CANCELLED,21F,13045.18,False,CARD
B1318,P1804,SJ146,20250523,CANCELLED,29B,4594.77,False,UPI
B1319,P1519,6F071,20250504,CONFIRMED,4C,5359.26,False,UPI
B1320,P1811,6F272,20250813,PENDING,6C,12788.34,False,UPI
B1320,P1811,6F272,20250813,PENDING,6C,9370.75,False,CARD
B1321,P1097,SJ029,20260212,PENDING,13A,,,
B1322,P1235,UK084,20250727,CONFIRMED,6E,,,
B1323,P1900,SJ048,20260206,CONFIRMED,14D,,,
B1324,P1373,AI108,20260204,CANCELLED,33B,7543.0,False,NETBANKING
B1324,P1373,AI108,20260204,CANCELLED,33B,,True,CARD
B1325,P1580,SJ134,20250811,CANCELLED,3B,4503.45,False,UPI
B1326,P1926,UK146,20251031,CONFIRMED,14F,,,
B1327,P1556,SJ036,20250924,CONFIRMED,26C,13822.99,False,UPI
B1328,P1648,6F202,20251101,PENDING,33B,,,
B1329,P1233,UK041,20260213,CONFIRMED,22C,6401.38,False,UPI
B1330,P1031,6F078,20251206,CONFIRMED,23A,,,
B1331,P1288,AI097,20250703,PENDING,22C,7131.5,False,NETBANKING
B1332,P1637,UK159,20260115,CONFIRMED,7D,4183.32,False,NETBANKING
B1333,P1578,UK044,20250906,CANCELLED,12B,2238.82,False,UPI
B1333,P1578,UK044,20250906,CANCELLED,12B,2372.08,False,NETBANKING
B1334,P1541,6F176,20250927,CANCELLED,6F,,,
B1335,P1113,SJ221,20260211,PENDING,4A,,,
B1336,P1203,6F112,20250703,CONFIRMED,22A,,,
B1337,P1028,6F246,20251020,UNKNOWN,4C,,,
B1338,P1642,6F014,20260221,CANCELLED,14C,,,
B1339,P1473,AI237,20250917,CANCELLED,28A,,,
B1340,P1696,6F003,20251214,CANCELLED,12E,,,
B1341,P1252,6F249,20250704,CONFIRMED,5A,9263.24,False,CARD
B1341,P1252,6F249,20250704,CONFIRMED,5A,,True,NETBANKING
B1342,P1797,UK149,20250429,CONFIRMED,4A,,True,NETBANKING
B1342,P1797,UK149,20250429,CONFIRMED,4A,10237.49,False,CARD
B1342,P1797,UK149,20250429,CONFIRMED,4A,8765.79,False,NETBANKING
B1343,P1904,SJ163,20260308,CONFIRMED,9F,,,
B1344,P1921,SJ243,20260328,CONFIRMED,1D,,,
B1345,P1385,UK113,20250606,CANCELLED,1A,,,
B1346,P1061,AI071,20250607,PENDING,30E,,,
B1347,P1514,6F271,20260207,PENDING,22A,12000.54,False,CARD
B1348,P1429,SJ015,20250605,CANCELLED,27E,,,
B1349,P1579,UK047,20251119,CANCELLED,9E,11101.75,False,CARD
B1350,P1536,UK020,20260204,PENDING,12A,13802.17,False,UPI
B1350,P1536,UK020,20260204,PENDING,12A,7709.03,False,CARD
B1350,P1536,UK020,20260204,PENDING,12A,8540.17,False,CARD
B1351,P1690,AI122,20250903,PENDING,27F,14687.44,False,UPI
B1352,P1140,UK223,20251020,CANCELLED,17D,2116.34,False,CARD
B1352,P1140,UK223,20251020,CANCELLED,17D,10103.51,False,UPI
B1353,P1742,6F148,20250919,CANCELLED,15F,,,
B1354,P1299,SJ162,20251214,CONFIRMED,34A,10023.88,False,UPI
B1355,P1674,6F127,20260330,CONFIRMED,28B,5421.14,False,CARD
B1355,P1674,6F127,20260330,CONFIRMED,28B,8877.37,False,CARD
B1356,P1310,AI173,20251110,PENDING,11F,,,
B1357,P1470,6F065,20260205,UNKNOWN,14A,6983.72,False,UPI
B1358,P1392,AI053,20250622,PENDING,20A,,,
B1359,P1641,AI241,20251022,CONFIRMED,14E,,True,CARD
B1359,P1641,AI241,20251022,CONFIRMED,14E,3097.73,False,CARD
B1359,P1641,AI241,20251022,CONFIRMED,14E,8949.59,False,UPI
B1359,P1641,AI241,20251022,CONFIRMED,14E,9519.49,False,UPI
B1360,P1444,AI105,20250615,UNKNOWN,18D,,,
B1361,P1757,AI110,20250824,PENDING,13F,5339.72,False,UPI
B1362,P1808,AI252,20251022,CONFIRMED,15B,,,
B1363,P1171,AI149,20251214,CANCELLED,3B,8554.62,False,NETBANKING
B1364,P1575,AI224,20250909,PENDING,23F,2061.92,False,CARD
B1364,P1575,AI224,20250909,PENDING,23F,10914.38,False,NETBANKING
B1364,P1575,AI224,20250909,PENDING,23F,1147.36,False,NETBANKING
B1365,P1030,UK158,20250703,CANCELLED,15B,,,
B1366,P1046,6F125,20250505,CANCELLED,25E,,,
B1367,P1129,UK164,20251214,CONFIRMED,18A,2379.52,False,CARD
B1367,P1129,UK164,20251214,CONFIRMED,18A,,True,UPI
B1368,P1351,UK007,20251226,CANCELLED,1E,9184.07,False,CARD
B1368,P1351,UK007,20251226,CANCELLED,1E,9111.32,False,CARD
B1368,P1351,UK007,20251226,CANCELLED,1E,3626.55,False,UPI
B1369,P1977,6F118,20260318,PENDING,15F,7583.98,False,UPI
B1369,P1977,6F118,20260318,PENDING,15F,,True,CARD
B1369,P1977,6F118,20260318,PENDING,15F,10519.7,False,UPI
B1370,P1844,SJ004,20260101,CANCELLED,19C,1770.53,False,UPI
B1370,P1844,SJ004,20260101,CANCELLED,19C,14742.11,False,UPI
B1371,P1621,6F206,20250925,CANCELLED,15E,,,
B1372,P1580,SJ130,20250511,CANCELLED,11D,4621.54,False,NETBANKING
B1372,P1580,SJ130,20250511,CANCELLED,11D,5975.68,False,CARD
B1373,P1057,SJ070,20260214,CANCELLED,22F,6540.32,False,UPI
B1374,P1105,AI085,20250424,CANCELLED,7F,,,
B1375,P1811,SJ109,20250902,CONFIRMED,15B,9150.53,False,UPI
B1375,P1811,SJ109,20250902,CONFIRMED,15B,10064.26,False,UPI
B1376,P1329,AI168,20250824,PENDING,16B,12718.31,False,NETBANKING
B1376,P1329,AI168,20250824,PENDING,16B,7199.9,False,UPI
B1376,P1329,AI168,20250824,PENDING,16B,,True,UPI
B1377,P1767,UK123,20251024,CONFIRMED,26A,,,
B1378,P1823,UK110,20260116,PENDING,30D,4050.66,False,UPI
B1378,P1823,UK110,20260116,PENDING,30D,10365.35,False,CARD
B1379,P1682,AI206,20251102,PENDING,31C,,,
B1380,P1382,6F007,20260416,PENDING,6B,14705.02,False,CARD
B1381,P1984,SJ013,20251111,PENDING,33A,7452.89,False,UPI
B1382,P1161,UK061,20250919,PENDING,20D,14862.46,False,UPI
B1383,P1996,AI010,20250924,CANCELLED,8C,,,
B1384,P1285,AI024,20250516,CONFIRMED,11D,5107.55,False,NETBANKING
B1385,P1070,UK130,20250608,CONFIRMED,30B,,,
B1386,P1766,AI161,20260312,CANCELLED,10A,,,
B1387,P1453,SJ208,20250723,PENDING,24F,,,
B1388,P1885,6F038,20250923,UNKNOWN,8D,10389.84,False,NETBANKING
B1388,P1885,6F038,20250923,UNKNOWN,8D,12160.17,False,UPI
B1389,P1566,6F085,20260222,UNKNOWN,30D,,True,NETBANKING
B1390,P1834,SJ028,20260309,CANCELLED,8C,,,
B1391,P1396,SJ084,20251126,CONFIRMED,21F,10930.16,False,CARD
B1391,P1396,SJ084,20251126,CONFIRMED,21F,14307.48,False,UPI
B1391,P1396,SJ084,20251126,CONFIRMED,21F,10231.31,False,CARD
B1392,P1514,AI139,20260327,CONFIRMED,21D,,,
B1393,P1025,UK179,20260406,PENDING,26E,5252.26,False,UPI
B1394,P1312,6F256,20250723,PENDING,23F,,,
B1395,P1125,UK023,20260210,UNKNOWN,23B,10317.13,False,NETBANKING
B1396,P1407,AI039,20250803,UNKNOWN,13E,1731.44,False,CARD
B1396,P1407,AI039,20250803,UNKNOWN,13E,14467.69,False,CARD
B1397,P1564,UK190,20260205,CANCELLED,28D,3065.33,False,NETBANKING
B1398,P1197,6F224,20260204,PENDING,3E,7148.95,False,NETBANKING
B1399,P1810,UK221,20250531,PENDING,7A,,,
B1400,P1187,SJ107,20260402,CANCELLED,12F,3063.78,False,UPI
B1401,P1697,UK155,20250420,UNKNOWN,21D,10393.94,False,CARD
B1401,P1697,UK155,20250420,UNKNOWN,21D,2700.51,False,UPI
B1401,P1697,UK155,20250420,UNKNOWN,21D,7755.08,False,CARD
B1402,P1816,UK183,20260321,CANCELLED,7E,9048.17,False,NETBANKING
B1402,P1816,UK183,20260321,CANCELLED,7E,7010.5,False,UPI
B1403,P1809,SJ203,20250508,PENDING,26A,,,
B1404,P1715,6F253,20260307,UNKNOWN,16A,7473.06,False,UPI
B1405,P1483,AI100,20250826,PENDING,32F,,,
B1406,P1449,6F140,20250624,CONFIRMED,15D,14922.3,False,NETBANKING
B1406,P1449,6F140,20250624,CONFIRMED,15D,6800.32,False,NETBANKING
B1407,P1522,UK048,20250826,CONFIRMED,25A,,,
B1408,P1870,SJ204,20250729,CONFIRMED,12F,6561.39,False,UPI
B1408,P1870,SJ204,20250729,CONFIRMED,12F,1244.03,False,NETBANKING
B1409,P1353,UK105,20260324,CONFIRMED,28C,1095.0,False,UPI
B1410,P1985,AI098,20260413,CONFIRMED,32C,,,
B1411,P1657,6F013,20251012,CANCELLED,1A,5888.25,False,CARD
B1411,P1657,6F013,20251012,CANCELLED,1A,7520.78,False,NETBANKING
B1412,P1596,6F128,20251118,CANCELLED,28E,10616.41,False,NETBANKING
B1413,P1099,SJ038,20251005,UNKNOWN,14A,,,
B1414,P1615,SJ182,20260107,CONFIRMED,25F,6182.07,False,NETBANKING
B1415,P1947,6F199,20260322,PENDING,23B,,,
B1416,P1557,SJ187,20250817,CANCELLED,20B,,,
B1417,P1555,AI182,20250818,PENDING,8E,3361.82,False,UPI
B1417,P1555,AI182,20250818,PENDING,8E,3890.23,False,UPI
B1418,P1277,SJ027,20250504,PENDING,19D,12326.46,False,CARD
B1419,P1692,SJ062,20260120,CONFIRMED,20E,3513.0,False,NETBANKING
B1419,P1692,SJ062,20260120,CONFIRMED,20E,1424.75,False,CARD
B1420,P1698,SJ161,20260224,CONFIRMED,27B,7161.79,False,UPI
B1421,P1989,UK058,20251003,UNKNOWN,23C,,,
B1422,P1625,AI181,20260104,CANCELLED,12D,4826.6,False,UPI
B1423,P1490,AI003,20250612,CONFIRMED,14A,,,
B1424,P1254,6F150,20251105,CANCELLED,11D,,,
B1425,P1380,SJ175,20250628,CANCELLED,34E,,,
B1426,P1891,6F041,20251215,CANCELLED,17C,,True,CARD
B1427,P1541,SJ040,20260415,CANCELLED,16E,,,
B1428,P1263,6F020,20250617,CONFIRMED,27C,,,
B1429,P1609,AI248,20250508,CANCELLED,27B,6939.44,False,CARD
B1429,P1609,AI248,20250508,CANCELLED,27B,9998.44,False,CARD
B1430,P1824,SJ016,20260208,CONFIRMED,11A,,,
B1431,P1878,UK204,20251121,CONFIRMED,31C,9678.57,False,CARD
B1431,P1878,UK204,20251121,CONFIRMED,31C,12583.38,False,NETBANKING
B1432,P1328,6F211,20250902,CANCELLED,9B,,,
B1433,P1114,SJ166,20250507,CONFIRMED,5B,1901.67,False,UPI
B1433,P1114,SJ166,20250507,CONFIRMED,5B,14067.26,False,CARD
B1434,P1275,AI036,20251019,PENDING,30C,4962.24,False,NETBANKING
B1434,P1275,AI036,20251019,PENDING,30C,1027.05,False,UPI
B1435,P1487,SJ215,20250918,CONFIRMED,1E,8589.93,False,CARD
B1436,P1280,AI076,20260105,CONFIRMED,20B,,,
B1437,P1274,SJ012,20251128,CANCELLED,24A,,,
B1438,P1772,AI073,20260401,UNKNOWN,20D,7670.85,False,UPI
B1439,P1842,SJ173,20251109,CONFIRMED,27E,7292.76,False,NETBANKING
B1440,P1718,AI193,20260309,CANCELLED,25E,,,
B1441,P1895,SJ131,20250922,UNKNOWN,13A,,,
B1442,P1327,AI225,20250602,PENDING,11E,11779.89,False,NETBANKING
B1443,P1210,AI190,20251009,CANCELLED,9E,,True,UPI
B1444,P1726,SJ238,20251225,CONFIRMED,7B,,,
B1445,P1922,6F005,20251221,PENDING,5F,9862.4,False,CARD
B1446,P1551,UK136,20250925,PENDING,23C,4197.73,False,UPI
B1446,P1551,UK136,20250925,PENDING,23C,3512.23,False,NETBANKING
B1446,P1551,UK136,20250925,PENDING,23C,,True,UPI
B1447,P1991,SJ063,20250521,CONFIRMED,15F,4676.01,False,NETBANKING
B1447,P1991,SJ063,20250521,CONFIRMED,15F,13762.65,False,NETBANKING
B1448,P1025,6F175,20251121,CANCELLED,9E,,,
B1449,P1026,AI037,20250523,PENDING,19A,,,
B1450,P1701,UK225,20251111,CONFIRMED,21C,,,
B1451,P1082,AI141,20250520,CONFIRMED,15E,10311.86,False,CARD
B1452,P1895,6F172,20260126,PENDING,3E,,,
B1453,P1945,6F219,20260207,CANCELLED,16F,1310.19,False,CARD
B1453,P1945,6F219,20260207,CANCELLED,16F,3957.99,False,UPI
B1454,P1681,AI045,20250816,PENDING,8E,,,
B1455,P1412,AI198,20260412,CONFIRMED,30A,14853.28,False,CARD
B1455,P1412,AI198,20260412,CONFIRMED,30A,12781.22,False,UPI
B1456,P1166,AI120,20250424,PENDING,17F,,,
B1457,P1699,6F134,20250611,CANCELLED,32D,5769.17,False,CARD
B1458,P1168,UK102,20251119,CONFIRMED,10B,8073.17,False,NETBANKING
B1459,P1800,SJ199,20250610,CANCELLED,1F,12554.5,False,CARD
B1459,P1800,SJ199,20250610,CANCELLED,1F,2103.45,False,UPI
B1459,P1800,SJ199,20250610,CANCELLED,1F,4427.75,False,UPI
B1460,P1978,6F235,20251001,PENDING,32E,,,
B1461,P1228,UK065,20251014,PENDING,33F,9618.57,False,UPI
B1461,P1228,UK065,20251014,PENDING,33F,14867.45,False,CARD
B1461,P1228,UK065,20251014,PENDING,33F,5775.44,False,NETBANKING
B1462,P1978,6F135,20251203,CANCELLED,26D,6497.79,False,CARD
B1463,P1608,SJ148,20260210,PENDING,31C,1141.0,False,UPI
B1463,P1608,SJ148,20260210,PENDING,31C,5703.58,False,NETBANKING
B1464,P1366,AI083,20260307,CANCELLED,6B,4535.96,False,CARD
B1465,P1527,UK024,20250702,PENDING,5C,,,
B1466,P1790,UK220,20250427,CANCELLED,28B,,,
B1467,P1646,UK115,20250430,CANCELLED,25A,13307.54,False,CARD
B1468,P1537,AI255,20250716,CONFIRMED,14F,11281.66,False,UPI
B1468,P1537,AI255,20250716,CONFIRMED,14F,14054.88,False,NETBANKING
B1469,P1863,6F001,20251225,CONFIRMED,11A,,,
B1470,P1523,6F132,20250527,CANCELLED,24E,,,
B1471,P1071,UK184,20260328,PENDING,8E,,,
B1472,P1644,6F098,20250606,PENDING,3D,,,
B1473,P1105,SJ168,20250719,PENDING,21F,,,
B1474,P1731,SJ178,20250728,CANCELLED,14C,12076.76,False,CARD
B1474,P1731,SJ178,20250728,CANCELLED,14C,10623.21,False,CARD
B1474,P1731,SJ178,20250728,CANCELLED,14C,10060.35,False,UPI
B1475,P1884,UK111,20260307,CANCELLED,2C,6101.41,False,CARD
B1475,P1884,UK111,20260307,CANCELLED,2C,12511.85,False,UPI
B1475,P1884,UK111,20260307,CANCELLED,2C,2786.72,False,NETBANKING
B1476,P1964,SJ051,20260227,CANCELLED,32E,,,
B1477,P1688,SJ193,20250706,CANCELLED,18E,9314.23,False,CARD
B1477,P1688,SJ193,20250706,CANCELLED,18E,3182.33,False,UPI
B1477,P1688,SJ193,20250706,CANCELLED,18E,4907.19,False,CARD
B1478,P1281,SJ039,20260224,CONFIRMED,28D,2928.68,False,CARD
B1479,P1132,UK066,20251217,CANCELLED,22B,6418.94,False,UPI
B1479,P1132,UK066,20251217,CANCELLED,22B,10059.56,False,NETBANKING
B1480,P1533,SJ050,20260314,PENDING,34B,3112.82,False,CARD
B1481,P1974,6F052,20250611,CONFIRMED,4D,,,
B1482,P1268,SJ170,20250829,PENDING,14E,10093.45,False,UPI
B1482,P1268,SJ170,20250829,PENDING,14E,7655.83,False,UPI
B1483,P1411,SJ119,20250609,UNKNOWN,26B,10562.26,False,CARD
B1484,P1672,AI219,20250507,CONFIRMED,13B,,,
B1485,P1618,6F220,20250705,CANCELLED,12D,,,
B1486,P1790,AI207,20250504,CONFIRMED,3D,6166.79,False,NETBANKING
B1486,P1790,AI207,20250504,CONFIRMED,3D,9435.36,False,CARD
B1486,P1790,AI207,20250504,CONFIRMED,3D,4695.45,False,UPI
B1487,P1864,6F024,20260126,PENDING,5E,,,
B1488,P1746,SJ073,20250504,CANCELLED,27E,9707.48,False,NETBANKING
B1488,P1746,SJ073,20250504,CANCELLED,27E,12915.55,False,NETBANKING
B1489,P1017,SJ201,20250708,CANCELLED,24F,,,
B1490,P1753,AI180,20260310,CONFIRMED,29B,,True,CARD
B1490,P1753,AI180,20260310,CONFIRMED,29B,1217.88,False,CARD
B1491,P1116,UK022,20250716,CONFIRMED,18F,6534.99,False,UPI
B1492,P1797,AI202,20260327,CANCELLED,29C,,,
B1493,P1793,6F212,20250601,CONFIRMED,26D,,,
B1494,P1143,6F163,20250609,CANCELLED,23F,,,
B1495,P1716,UK028,20251015,CONFIRMED,27D,11906.95,False,UPI
B1495,P1716,UK028,20251015,CONFIRMED,27D,5584.17,False,CARD
B1496,P1550,6F243,20260321,PENDING,7D,2901.65,False,UPI
B1497,P1928,AI165,20250902,CONFIRMED,11F,,,
B1498,P1665,UK099,20250718,PENDING,3D,,,
B1499,P1687,AI033,20250617,UNKNOWN,17C,,,
B1500,P1960,UK056,20250430,CONFIRMED,22D,1303.07,False,CARD
B1501,P1752,SJ122,20250904,CANCELLED,23D,,True,UPI
B1501,P1752,SJ122,20250904,CANCELLED,23D,14182.89,False,NETBANKING
B1501,P1752,SJ122,20250904,CANCELLED,23D,13707.55,False,CARD
B1502,P1421,AI086,20251015,CONFIRMED,23F,10714.33,False,CARD
B1502,P1421,AI086,20251015,CONFIRMED,23F,7252.43,False,UPI
B1503,P1897,SJ011,20251017,CONFIRMED,25C,,,
B1504,P1368,SJ021,20250421,PENDING,4E,14087.19,False,NETBANKING
B1504,P1368,SJ021,20250421,PENDING,4E,13855.61,False,NETBANKING
B1504,P1368,SJ021,20250421,PENDING,4E,4316.96,False,NETBANKING
B1505,P1645,SJ106,20251129,CONFIRMED,8F,7472.98,False,UPI
B1506,P1557,SJ026,20260129,CANCELLED,9E,,,
B1507,P1049,SJ245,20251127,PENDING,20A,4865.21,False,NETBANKING
B1508,P1677,AI023,20250731,UNKNOWN,9C,7277.14,False,CARD
B1508,P1677,AI023,20250731,UNKNOWN,9C,2603.09,False,CARD
B1508,P1677,AI023,20250731,UNKNOWN,9C,4799.03,False,CARD
B1509,P1105,AI032,20250925,CANCELLED,14F,,,
B1510,P1215,AI236,20250511,CANCELLED,19F,3179.45,False,CARD
B1511,P1657,6F094,20251224,CANCELLED,15C,12346.57,False,UPI
B1512,P1922,UK163,20251221,PENDING,4A,5747.83,False,CARD
B1513,P1424,UK163,20250630,CONFIRMED,32B,9031.14,False,CARD
B1513,P1424,UK163,20250630,CONFIRMED,32B,13685.53,False,CARD
B1514,P1071,SJ045,20250507,CANCELLED,21E,,True,UPI
B1515,P1987,SJ006,20250706,PENDING,26A,,,
B1516,P1841,SJ103,20250805,CANCELLED,34F,3242.75,False,UPI
B1517,P1784,6F221,20260116,UNKNOWN,31B,,True,CARD
B1518,P1758,SJ147,20260320,UNKNOWN,30A,,,
B1519,P1445,SJ064,20260325,PENDING,3C,5454.29,False,CARD
B1519,P1445,SJ064,20260325,PENDING,3C,9403.54,False,NETBANKING
B1520,P1924,AI028,20260402,CONFIRMED,27A,14340.74,False,CARD
B1521,P1185,AI148,20251108,PENDING,31E,,True,UPI
B1521,P1185,AI148,20251108,PENDING,31E,6664.48,False,CARD
B1521,P1185,AI148,20251108,PENDING,31E,3965.19,False,CARD
B1522,P1069,6F263,20250831,CONFIRMED,1C,,,
B1523,P1973,SJ067,20250519,PENDING,21F,,True,CARD
B1523,P1973,SJ067,20250519,PENDING,21F,10733.84,False,NETBANKING
B1524,P1149,6F061,20250617,PENDING,23D,1289.01,False,NETBANKING
B1524,P1149,6F061,20250617,PENDING,23D,8542.82,False,CARD
B1525,P1245,AI254,20250529,UNKNOWN,11E,7869.06,False,UPI
B1526,P1773,SJ136,20251115,CONFIRMED,17D,4890.14,False,UPI
B1526,P1773,SJ136,20251115,CONFIRMED,17D,7999.68,False,CARD
B1527,P1537,AI046,20250709,PENDING,8A,11891.78,False,CARD
B1528,P1934,UK174,20260328,PENDING,6E,,,
B1529,P1651,6F066,20250430,UNKNOWN,34C,,,
B1530,P1098,UK095,20251208,UNKNOWN,23E,1108.98,False,CARD
B1530,P1098,UK095,20251208,UNKNOWN,23E,14300.97,False,NETBANKING
B1530,P1098,UK095,20251208,UNKNOWN,23E,13655.72,False,CARD
B1531,P1909,6F063,20260401,PENDING,30F,11172.2,False,UPI
B1531,P1909,6F063,20260401,PENDING,30F,,True,UPI
B1531,P1909,6F063,20260401,PENDING,30F,12739.01,False,UPI
B1532,P1277,UK118,20250422,PENDING,30A,9430.36,False,NETBANKING
B1532,P1277,UK118,20250422,PENDING,30A,,True,CARD
B1532,P1277,UK118,20250422,PENDING,30A,14865.24,False,NETBANKING
B1533,P1562,UK218,20250915,PENDING,28D,,,
B1534,P1662,UK031,20250911,CONFIRMED,34E,12347.23,False,NETBANKING
B1535,P1943,UK142,20260402,PENDING,6C,5959.44,False,UPI
B1535,P1943,UK142,20260402,PENDING,6C,13561.41,False,NETBANKING
B1536,P1454,AI002,20250601,UNKNOWN,4C,6548.99,False,NETBANKING
B1537,P1103,UK070,20251008,CONFIRMED,21F,9202.57,False,NETBANKING
B1538,P1945,SJ121,20260317,PENDING,8E,,,
B1539,P1600,UK201,20250611,CONFIRMED,20B,14472.9,False,NETBANKING
B1539,P1600,UK201,20250611,CONFIRMED,20B,3036.88,False,CARD
B1540,P1652,AI138,20260115,CANCELLED,7E,3640.69,False,CARD
B1541,P1724,SJ014,20251216,CONFIRMED,26A,12031.17,False,NETBANKING
B1542,P1232,SJ053,20251213,PENDING,14F,,,
B1543,P1393,SJ241,20250616,CANCELLED,4F,3207.85,False,UPI
B1544,P1500,AI249,20250901,CANCELLED,16A,8020.26,False,CARD
B1544,P1500,AI249,20250901,CANCELLED,16A,3982.8,False,NETBANKING
B1545,P1694,AI176,20260308,PENDING,8A,6767.92,False,NETBANKING
B1545,P1694,AI176,20260308,PENDING,8A,10968.41,False,CARD
B1546,P1250,SJ234,20260402,PENDING,32B,,,
B1547,P1520,6F115,20250418,PENDING,16C,,,
B1548,P1078,AI020,20251004,CONFIRMED,7E,,,
B1549,P1051,AI020,20251216,CONFIRMED,24A,,,
B1550,P1897,6F079,20251206,CONFIRMED,10D,,,
B1551,P1920,6F104,20251114,UNKNOWN,8E,,,
B1552,P1780,UK046,20260206,PENDING,32D,12589.6,False,NETBANKING
B1553,P1225,SJ217,20251115,CONFIRMED,33D,1883.33,False,UPI
B1554,P1050,6F142,20250826,CANCELLED,8D,,,
B1555,P1185,SJ139,20260404,CONFIRMED,3B,13344.12,False,NETBANKING
B1556,P1033,6F059,20260118,CANCELLED,31D,,,
B1557,P1802,6F067,20250810,PENDING,17A,13664.47,False,NETBANKING
B1557,P1802,6F067,20250810,PENDING,17A,4044.27,False,UPI
B1558,P1741,AI007,20250807,PENDING,27A,8770.08,False,UPI
B1558,P1741,AI007,20250807,PENDING,27A,6827.65,False,UPI
B1559,P1130,UK202,20260120,CONFIRMED,5F,3622.91,False,NETBANKING
B1560,P1631,AI200,20260307,CONFIRMED,18C,,,
B1561,P1442,UK172,20260127,PENDING,18C,8371.27,False,CARD
B1561,P1442,UK172,20260127,PENDING,18C,3136.04,False,UPI
B1562,P1837,6F214,20250501,CONFIRMED,10B,6572.09,False,UPI
B1563,P1758,UK037,20250911,PENDING,27B,,,
B1564,P1431,AI022,20250814,PENDING,17F,3514.52,False,NETBANKING
B1565,P1703,AI243,20260206,CANCELLED,20D,3438.58,False,UPI
B1565,P1703,AI243,20260206,CANCELLED,20D,3804.91,False,UPI
B1566,P1496,SJ174,20251008,CONFIRMED,29F,11489.31,False,CARD
B1566,P1496,SJ174,20251008,CONFIRMED,29F,14905.16,False,CARD
B1567,P1402,SJ079,20251113,PENDING,9A,10982.24,False,CARD
B1568,P1322,UK097,20251221,CONFIRMED,21A,,True,NETBANKING
B1569,P1209,AI013,20251226,CANCELLED,14E,,,
B1570,P1614,UK196,20251121,CANCELLED,25E,11109.36,False,UPI
B1570,P1614,UK196,20251121,CANCELLED,25E,3945.41,False,UPI
B1571,P1328,SJ213,20251106,CONFIRMED,2C,,,
B1572,P1371,UK119,20250526,CONFIRMED,5D,,True,NETBANKING
B1572,P1371,UK119,20250526,CONFIRMED,5D,13849.86,False,NETBANKING
B1573,P1459,AI043,20260318,PENDING,19B,7629.97,False,NETBANKING
B1574,P1132,AI043,20250429,CANCELLED,18A,13905.05,False,UPI
B1575,P1834,AI143,20250616,CANCELLED,2B,12516.91,False,CARD
B1576,P1650,SJ032,20251020,UNKNOWN,6F,,True,CARD
B1577,P1120,6F050,20260124,CONFIRMED,23A,,,
B1578,P1605,AI134,20251225,PENDING,6B,,True,UPI
B1578,P1605,AI134,20251225,PENDING,6B,1897.18,False,CARD
B1578,P1605,AI134,20251225,PENDING,6B,2200.51,False,UPI
B1579,P1451,6F182,20250424,CONFIRMED,28E,6611.83,False,CARD
B1579,P1451,6F182,20250424,CONFIRMED,28E,2832.27,False,NETBANKING
B1580,P1964,SJ086,20251008,CONFIRMED,20D,10617.14,False,CARD
B1580,P1964,SJ086,20251008,CONFIRMED,20D,11400.72,False,UPI
B1580,P1964,SJ086,20251008,CONFIRMED,20D,4607.2,False,UPI
B1581,P1128,6F170,20250806,CONFIRMED,3D,,True,UPI
B1581,P1128,6F170,20250806,CONFIRMED,3D,9514.99,False,NETBANKING
B1582,P1090,UK168,20250424,PENDING,34B,13552.0,False,UPI
B1583,P1603,SJ072,20260222,UNKNOWN,33D,,,
